Station_ID  (PK),Station_name,Station_phone,Location_ID (FK),Network_ID (FK),Access_code,Access_Detail_code,Access_Day_time,EV_Pricing,Date_last_confirmed,Maximum_Vehicle_Class,Ev_Workplace_charging,Restricted_access,Location_ID (PK),Street_Address,City,State,ZIP,Intersection_Direction,Longitude,Latitude,Geocode_status
232484,TWP OF WILMOT STATION 4,888-758-4389,5452,4,public,,24 hours daily,,2026-06-29,,False,0.0,5452,655 Fairway Rd S,Kitchener,ON,N2C 1X4,,-80.4485584002223,43.4191264220507,GPS
232485,DESTINATIONPH A STATION 2,888-758-4389,10766,4,public,,24 hours daily,,2026-06-29,,False,0.0,10766,242 Queen St S,Kitchener,ON,N2G1W3,,-80.49220276,43.44729996,GPS
232486,WHITBY MCKINNEY - L2,888-758-4389,10803,4,public,,24 hours daily,,2026-06-29,,False,0.0,10803,15 Millwood Crescent,Kitchener,ON,N2P 1X3,,-80.44719696,43.39699936,GPS
232487,WHITBY CIVIC REC - L2,888-758-4389,10021,4,public,,24 hours daily,,2026-06-29,,False,0.0,10021,100 Victoria St S,Kitchener,ON,N2G 2B3,,-80.501,43.4503,GPS
232488,WHITBY MARINA - L2,888-758-4389,392,1,public,,24 hours daily,,2026-06-29,,False,0.0,392,1415 Huron Rd,Kitchener,ON,N3R 0L3,,-80.490124,43.382007,200-8
232489,RECHARGECO PRÉVOST 01,888-758-4389,3661,1,public,,24 hours daily,,2026-06-29,,False,0.0,3661,Francis St S & Joseph St,Kitchener,ON,N2M 4Z2,,-80.5112,43.42537,GPS
232490,RECHARGECO PRÉVOST 02,888-758-4389,3662,1,public,,24 hours daily,,2026-06-29,,False,0.0,3662,400 East Ave,Kitchener,ON,N2H 1Z6,,-80.4669466,43.4472395,GPS
232491,CITY EDMUNDSTON PALLADIUM,888-758-4389,3663,1,public,,24 hours daily,,2026-06-29,,False,0.0,3663,83 Queen St N,Kitchener,ON,N2H 0A9,,-80.4853438,43.4545712,GPS
232492,DESTINATIONPH A STATION 1,888-758-4389,4160,10,public,,24 hours daily,,2026-06-29,,False,0.0,4160,1475 Victoria St N,Kitchener,ON,N2B 3E4,,-80.440596,43.471495,GPS
232493,DESTINATIONPH A STATION 4,888-758-4389,10949,10,public,,24 hours daily,,2026-06-29,,False,0.0,10949,184 W Oak Trl,Kitchener,ON,N2R 1R4,,-80.492436,43.383063,GPS
232495,CITY EDMUNDSTON CENTRE J.DAIGLE,888-758-4389,10949,10,public,,24 hours daily,,2026-06-29,,False,0.0,10949,184 W Oak Trl,Kitchener,ON,N2R 1R4,,-80.492436,43.383063,GPS
232496,HHEALTHCARE GH STATION 1,888-758-4389,13553,10,public,,24 hours daily,,2026-06-29,,False,0.0,13553,10 Huron Road,Kitchener,ON,N2P 2C5,,-80.43752,43.40069,GPS
232497,HHEALTHCARE GH STATION 2,888-758-4389,14545,10,public,,24 hours daily,,2026-06-29,,False,0.0,14545,1201 River Road East,Kitchener,ON,N2A 0M2,,-80.432075,43.43673,GPS
232498,HHEALTHCARE GH STATION 3,888-758-4389,12804,2,public,,24 hours daily,,2026-06-29,,False,0.0,12804,10 Goodrich Drive,Kitchener,ON,N2C 0A6,,-80.441642,43.4158644,GPS
232499,HHEALTHCARE GH STATION 4,888-758-4389,10226,2,public,,24 hours daily,,2026-06-29,,False,0.0,10226,266 Overlea Drive,Kitchener,ON,N2M 5N2,,-80.524309,43.431037,GPS
232500,OLD ORCHARD INN STATION 1,888-758-4389,13708,10,public,,24 hours daily,,2026-06-29,,False,0.0,13708,415 Caryndale Drive,Kitchener,ON,N2R 1J7,,-80.454961,43.385001,GPS
232501,BROADSTREET ROCKYVIEW #1,888-758-4389,5057,10,public,,24 hours daily,,2026-06-29,,False,0.0,5057,800 Fairway Rd N,Kitchener,ON,N2A 0J6,,-80.414656,43.445363,GPS
232502,TGR 777 RETAIL 01,888-758-4389,13591,10,public,,24 hours daily,,2026-06-29,,False,0.0,13591,760 Weber Street East,Kitchener,ON,N2H 1H6,,-80.461584,43.43992,GPS
232503,KING EV STATION STATION #1,888-758-4389,13591,10,public,,24 hours daily,,2026-06-29,,False,0.0,13591,760 Weber Street East,Kitchener,ON,N2H 1H6,,-80.461584,43.43992,GPS
232504,BROADSTREET ROCKYVIEW #2,888-758-4389,15197,10,public,,24 hours daily,,2026-06-29,,False,0.0,15197,255 Fischer-Hallman Road,Kitchener,ON,N2M 4X8,,-80.522426,43.426423,GPS
232505,BROADSTREET ROCKYVIEW #3,888-758-4389,15197,10,public,,24 hours daily,,2026-06-29,,False,0.0,15197,255 Fischer-Hallman Road,Kitchener,ON,N2M 4X8,,-80.522426,43.426423,GPS
232506,BROADSTREET ROCKYVIEW #4,888-758-4389,13638,10,public,,24 hours daily,,2026-06-29,,False,0.0,13638,175 Indian Rd,Kitchener,ON,N2B 2S7,,-80.437346,43.457196,GPS
232507,BROADSTREET ROCKYVIEW #5,888-758-4389,13638,10,public,,24 hours daily,,2026-06-29,,False,0.0,13638,175 Indian Rd,Kitchener,ON,N2B 2S7,,-80.437346,43.457196,GPS
232508,BROADSTREET ROCKYVIEW #6,888-758-4389,4747,10,public,,24 hours daily,,2026-06-29,,False,0.0,4747,225 Thomas Slee Dr,Kitchener,ON,N2P 0B8,,-80.439804,43.372227,GPS
232509,BROADSTREET ROCKYVIEW #7,888-758-4389,15241,10,public,,24 hours daily,,2026-06-29,,False,0.0,15241,1825 Strasburg Road,Kitchener,ON,N2R 1S3,,-80.467193,43.395046,GPS
232510,BROADSTREET ROCKYVIEW #8,888-758-4389,15212,10,public,,24 hours daily,,2026-06-29,,False,0.0,15212,1825 Strasburg Rd,Kitchener,ON,N2R 0C9,,-80.467238,43.395023,GPS
232511,CHARLOTTETOWN CHTOWNCITYHALL,888-758-4389,4752,10,public,,24 hours daily,,2026-06-29,,False,0.0,4752,326 Seabrook Dr,Kitchener,ON,N2R 0L8,,-80.49827,43.385548,GPS
232512,EASYPARK LOT 17 VAHA4-L2,888-758-4389,14137,10,public,,24 hours daily,,2026-06-29,,False,0.0,14137,787 King St W,Kitchener,ON,N2G 2G5,,-80.508104,43.455464,GPS
232513,EASYPARK LOT 17 VAHA3-L2,888-758-4389,4894,10,public,,24 hours daily,,2026-06-29,,False,0.0,4894,80 Tartan Avenue,Kitchener,ON,N2R 0N6,,-80.47875,43.38144,GPS
232514,RECHARGECO TÉMISCAMING 01,888-758-4389,4894,10,public,,24 hours daily,,2026-06-29,,False,0.0,4894,80 Tartan Avenue,Kitchener,ON,N2R 0N6,,-80.47875,43.38144,GPS
232515,RECHARGECO TÉMISCAMING 02,888-758-4389,4749,10,public,,24 hours daily,,2026-06-29,,False,0.0,4749,325 Glasgow St,Kitchener,ON,N2M 2M9,,-80.521499,43.45,GPS
232516,EASYPARK LOT 129-L2,888-758-4389,13843,10,public,,24 hours daily,,2026-06-29,,False,0.0,13843,677 Thomas Slee Dr,Kitchener,ON,N2P 0C2,,-80.420999,43.37694,GPS
232517,EASYPARK LOT 17 VAHA2-L2,888-758-4389,4903,10,public,,24 hours daily,,2026-06-29,,False,0.0,4903,38 Executive Pl,Kitchener,ON,N2P 2N4,,-80.412379,43.378572,GPS
232519,TWP OF WILMOT STATION 5,888-758-4389,8878,17,public,,24 hours daily,,2026-06-29,,False,0.0,8878,750 Waterloo Regional Rd 4,Kitchener,ON,N2E 1B6,,-80.48717127,43.42411557,GPS
232520,TWP OF WILMOT STATION 6,888-758-4389,14575,5,public,,24 hours daily,,2026-06-29,,False,0.0,14575,1A La Vérendrye 38 intersections Route 117,Kitcisakik,QC,J9P 7C6,,-77.269338,47.654154,GPS
232521,CHARLOTTETOWN FITZROY PARKADE,888-758-4389,5780,7,public,,24 hours daily,,2026-06-29,,False,0.0,5780,864 Tsimshian Blvd,Kitimat,BC,V8C 1T5,,-128.651,54.0535,GPS
232522,PERTH-ANDOVER HOSPITAL PKING,888-758-4389,10566,15,public,,24 hours daily,,2026-06-29,,False,0.0,10566,1065 Lahakas Blvd,Kitimat,BC,V8C 1E8,,-128.64223,54.05759,200-8
232523,RESORT MUNI VISITORINFOCNTR,888-758-4389,6490,10,public,,24 hours daily,,2026-06-29,,False,0.0,6490,954 Wakashan Ave,Kitimat,BC,V8C 2G3,,-128.65172,54.05227,GPS
232524,COSA FIRE HALL #1 PU,888-758-4389,6480,10,public,,24 hours daily,,2026-06-29,,False,0.0,6480,654 Columbia Ave W,Kitimat,BC,V8C 1V5,,-128.67203,54.052895,GPS
232525,COSA FIRE HALL #1 PR,888-758-4389,798,9,public,,24 hours daily,,2026-06-29,,False,0.0,798,635 Dadook Ave,Kitimat,BC,V8C 2G7,,-128.668624,54.063274,200-8
232526,TGO TGO 03,888-758-4389,11425,7,public,,24 hours daily,,2026-06-29,,False,0.0,11425,249 BC-37,Kitimat-Stikine A,BC,V0J 3S0,,-129.796010161216,56.7446315529725,GPS
232529,TWP OF WILMOT STATION 2,888-758-4389,11420,7,public,,24 hours daily,,2026-06-29,,False,0.0,11420,1566 Kitwanga Rd N,Kitimat-Stikine B,BC,V0J 2A0,,-128.022874,55.1125768,GPS
232530,ST ANDREWS STATION 1,888-758-4389,13788,2,public,,24 hours daily,,2026-06-29,,False,0.0,13788,Stewart-Cassiar Hwy,Kitwanga,BC,V0J 2A0,,-128.203758,55.072089,GPS
232531,THREE RIVERS MONTAGUETOWNOFF,888-758-4389,2108,7,public,,24 hours daily,,2026-06-29,,False,0.0,2108,Yellowhead Hwy,Fraser-Fort George,BC,V2N 7A3,Located along Hwy 16,-121.9896,53.8977,GPS
232532,CHINGUACOUSY WC CW1,888-758-4389,2433,9,public,,24 hours daily,,2026-06-29,,False,0.0,2433,483 Ch. Knowlton,Knowlton,QC,J0E 1V0,,-72.529501,45.214118,GPS
232533,CHINGUACOUSY WC CW2,888-758-4389,1057,9,public,,24 hours daily,,2026-06-29,,False,0.0,1057,591 Chemin Knowlton,Knowlton,QC,J0E 1V0,,-72.54092,45.211934,GPS
232534,MAZDA VAL-DAVID STATION 1,888-758-4389,9422,5,public,,24 hours daily,,2026-06-29,,False,0.0,9422,"9, Chemin du Mont-Écho",Knowlton,QC,J0E 1V0,,-72.5097155999999,45.2157683,GPS
232535,BDR EV CHARGING RESTO BDR,888-758-4389,12206,5,public,,24 hours daily,,2026-06-29,,False,0.0,12206,"37, Chemin du Centre",Knowlton,QC,J0E 1V0,,-72.5323703999999,45.2220378,GPS
232536,HHEALTHCARE OTMH STATION 7,888-758-4389,110,1,public,,24 hours daily,,2026-06-29,,False,0.0,110,1 Tunks Ln,Komoka,ON,N0L 1R0,,-81.422658,42.951445,200-8
232537,HHEALTHCARE OTMH STATION 1,888-758-4389,9975,10,public,,24 hours daily,,2026-06-29,,False,0.0,9975,1 Tunks Lane,Komoka,ON,N0L 1R0,"South Parking Lot, West Charger",-81.424094,42.951792,GPS
232538,HHEALTHCARE OTMH STATION 2,888-758-4389,9975,10,public,,24 hours daily,,2026-06-29,,False,0.0,9975,1 Tunks Lane,Komoka,ON,N0L 1R0,"South Parking Lot, West Charger",-81.424094,42.951792,GPS
232539,HHEALTHCARE OTMH STATION 4,888-758-4389,3117,2,public,,24 hours daily,,2026-06-29,,False,0.0,3117,BC-3A & Pilot Bay Road,Kootenay Bay,BC,V0B 1X0,,-116.8719002,49.6752008,GPS
232540,HHEALTHCARE OTMH STATION 3,888-758-4389,2051,2,public,,24 hours daily,,2026-06-29,,False,0.0,2051,BC-3A,KOOTENAY BAY FERRY LANDING,BC,V0B 2B0,,-116.872428,49.675305,GPS
232541,HHEALTHCARE OTMH STATION 5,888-758-4389,6743,4,public,,24 hours daily,,2026-06-29,,False,0.0,6743,400 Happy Valley Rd,Kootenay Boundary,BC,V0E2G0,,-118.92489,49.7173,200-6
232542,HHEALTHCARE OTMH STATION 6,888-758-4389,5596,9,public,,24 hours daily,,2026-06-29,,False,0.0,5596,"186 National 186, NB-117",Kouchibouguac,NB,E4X 1V2,,-65.003383,46.774367,GPS
232543,SJENERGY 1 MARKET SQUARE,888-758-4389,5596,9,public,,24 hours daily,,2026-06-29,,False,0.0,5596,"186 National 186, NB-117",Kouchibouguac,NB,E4X 1V2,,-65.003383,46.774367,GPS
232544,SJENERGY 99 STATION ST,888-758-4389,5596,9,public,,24 hours daily,,2026-06-29,,False,0.0,5596,"186 National 186, NB-117",Kouchibouguac,NB,E4X 1V2,,-65.003383,46.774367,GPS
232546,COSFLEET LAWSON,888-758-4389,5939,2,public,,24 hours daily,,2026-06-29,,False,0.0,5939,6280 Bd Wilfrid-Hamel,L'Ancienne-Lorette,QC,G2E 2H8,,-71.349924,46.796567,GPS
232547,MAZDAGRANBY PRINCIPALE CPF,888-758-4389,13396,5,public,,24 hours daily,,2026-06-29,,False,0.0,13396,1305 des Loisirs Est,l'Ancienne-Lorette,QC,G2E 0A6,,-71.361712,46.807595,GPS
232548,ROYALBANK PLAZA STATION 1,888-758-4389,8044,5,public,,24 hours daily,,2026-06-29,,False,0.0,8044,"1638, rue Notre-Dame",L'Ancienne-Lorette,QC,G2E 3B6,,-71.36075,46.80174,GPS
232549,ROYALBANK PLAZA STATION 2,888-758-4389,1948,9,public,,24 hours daily,,2026-06-29,,False,0.0,1948,1345 Rte de l'Aéroport,L'Ancienne-Lorette,QC,G2E 2J1,,-71.355428,46.789932,GPS
232550,ROYALBANK PLAZA STATION 3,888-758-4389,1454,2,public,,24 hours daily,,2026-06-29,,False,0.0,1454,109 Route 235,L'Ange-Gardien,QC,J0E 1E0,,-72.934252,45.36283,GPS
232551,WOHS PMC OSLER 6,888-758-4389,2689,10,public,,24 hours daily,,2026-06-29,,False,0.0,2689,6090 Boulevard Sainte-Anne,L'Ange-Gardien,QC,G0A 2K0,On side of highway. Gated after store hours,-71.105098,46.907248,GPS
232552,CYPK #1 TERMINAL LOT,888-758-4389,7755,5,public,,Mon: 12:00am-11:59pm; Tue: 12:00am-11:59pm; Wed: 12:00am-11:59pm; Thu: 12:00am-11:59pm; Fri: 12:00am-11:59pm; Sat: 12:00am-11:59pm; Sun: 12:00am-11:59pm,,2026-06-29,,False,0.0,7755,1177 route 315,L'Ange-Gardien,QC,J8L 0L4,,-75.395488,45.608671,GPS
232553,MARANATHA MGEV 1,888-758-4389,8004,5,public,,24 hours daily,,2026-06-29,,False,0.0,8004,6704 boul. Sainte-Anne,L'Ange-Gardien,QC,G0A 2K0,,-71.076821,46.920124,GPS
232554,BGO - MTC 70 DR. STATION,888-758-4389,12896,5,public,,24 hours daily,,2026-06-29,,False,0.0,12896,"6300, Boulevard Sainte-Anne",L'Ange-Gardien,QC,G0A 2K0,,-71.093778,46.911763,GPS
232555,MARANATHA MGEV 2,888-758-4389,10288,5,public,,24 hours daily,,2026-06-29,,False,0.0,10288,"1361, Montée du Quatre",L'Ange-Gardien,QC,J8L 0S9,,-75.3517317,45.6235282999999,GPS
232556,BGO - MTC 10 DR. STATION,888-758-4389,7505,5,public,,24 hours daily,,2026-06-29,,False,0.0,7505,149 Route 170,L'Anse-Saint-Jean,QC,G0V 1J0,,-70.247798,48.196946,GPS
232560,MAZDA DRUMMOND SERVICE 1,888-758-4389,11838,5,public,,24 hours daily,,2026-06-29,,False,0.0,11838,"58, Rue de l'Hôtel de Ville",L'Ascension,QC,J0T 1W0,,-74.8288756,46.5519343,GPS
232561,RECHARGECO ST-RÉMI 02,888-758-4389,11879,5,public,,24 hours daily,,2026-06-29,,False,0.0,11879,1e Rue Est,L'Ascension-de-Notre-Seigneur,QC,G0W 1Y0,,-71.6705248,48.6916853,GPS
232562,RECHARGECO ST-RÉMI 01,888-758-4389,8335,5,public,,24 hours daily,,2026-06-29,,False,0.0,8335,1000 1re Rue Est,L'Ascension-de-Notre-Seigneur,QC,G0W 1Y0,,-71.670345,48.691492,GPS
232563,TGR 777 RETAIL 02,888-758-4389,10954,2,public,,24 hours daily,,2026-06-29,,False,0.0,10954,"1000, 1e rue est",L'Ascension-de-Notre-Seigneur,QC,G0W 1Y0,,-71.671442,48.691328,GPS
232564,SHERIDAN  SHERIDAN 1,888-758-4389,13415,5,public,,24 hours daily,,2026-06-29,,False,0.0,13415,"180, Rue Arboit",L'Assomption,QC,J5W 1J4,,-73.450463,45.822896,GPS
232565,SHERIDAN  SHERIDAN 2,888-758-4389,6617,2,public,,24 hours daily,,2026-06-29,,False,0.0,6617,180 Rue Dorval,L'Assomption,QC,J5W 6C1,,-73.418486,45.827506,GPS
232566,SHERIDAN  SHERIDAN 3,888-758-4389,6472,2,public,,24 hours daily,,2026-06-29,,False,0.0,6472,2600 Bd de l Ange Gardien N,L'Assomption,QC,J5W 4R5,,-73.432407,45.894363,GPS
232567,SHERIDAN  SHERIDAN 4,888-758-4389,1579,2,public,,24 hours daily,,2026-06-29,,False,0.0,1579,969 Lafortune,L'Assomption,QC,J5W 0M9,,-73.422027,45.840473,GPS
232569,YR CS EVC 27,888-758-4389,14259,2,public,,24 hours daily,,2026-06-29,,False,0.0,14259,"55, rue Laurier",L'Assomption,QC,J5W 0P7,,-73.4432836,45.8285576,GPS
232570,YR CS EVC 28,888-758-4389,1577,2,public,,24 hours daily,,2026-06-29,,False,0.0,1577,375 Rue St Pierre,L'Assomption,QC,J5W 2B6,,-73.4237442,45.8258953,GPS
232571,DELLRIDGE STATION 1,888-758-4389,6508,2,public,,24 hours daily,,2026-06-29,,False,0.0,6508,220 boulevard Hector-Papin,L'Assomption,QC,J5W 5H9,,-73.434792,45.8217997,GPS
232572,DELLRIDGE STATION 2,888-758-4389,8891,5,public,,24 hours daily,,2026-06-29,,False,0.0,8891,"379, Rue Dorval",L'Assomption,QC,J5W 1A1,,-73.4231569,45.8312917,GPS
232573,STATION CEV STATION 1,888-758-4389,8781,5,public,,24 hours daily,,2026-06-29,,False,0.0,8781,"781, Rang du Bas de l'Assomption Nord",L'Assomption,QC,J5W 2H1,,-73.4307554,45.8122363,GPS
232575,MAZDADELAVAL220 MAZDA CT2,888-758-4389,10356,5,public,,24 hours daily,,2026-06-29,,False,0.0,10356,"245, Rue Sainte Ursule",L'Assomption,QC,J5W 1M6,,-73.4236064,45.8297542,GPS
232576,STRATAWEST STATION 1,888-758-4389,10354,5,public,,24 hours daily,,2026-06-29,,False,0.0,10354,"1130, Boulevard Jacques Degeay",L'Assomption,QC,J5W 2M2,,-73.4220753,45.8497531,GPS
232577,WVT WVT 1,888-758-4389,8679,5,public,,24 hours daily,,2026-06-29,,False,0.0,8679,257B Boulevard Barret,L'Assomption,QC,J5W 3S2,,-73.424733,45.833907,GPS
232579,WVT WVT 3,888-758-4389,8682,5,public,,24 hours daily,,2026-06-29,,False,0.0,8682,25B rue du collège,L'Assomption,QC,J5W 3A2,,-73.421526,45.83104,GPS
232581,CITY OF CR CA OPERATIONS 1,888-758-4389,8680,5,public,,24 hours daily,,2026-06-29,,False,0.0,8680,579B Rue Marsolais,L'Assomption,QC,J5W 2G9,,-73.42864,45.815567,GPS
232582,CITY OF CR CA CITY HALL 1,888-758-4389,8681,5,public,,24 hours daily,,2026-06-29,,False,0.0,8681,2790B Rue Palmorino,L'Assomption,QC,J5W 0J1,,-73.429732,45.89811,GPS
232583,CITY OF CR CA CENTENNIAL 1,888-758-4389,7506,5,public,,24 hours daily,,2026-06-29,,False,0.0,7506,"61, Rue Leblanc",L'Épiphanie,QC,J5X 3Y1,,-73.487153,45.848543,GPS
232585,KING EV STATION NOBLETONFIREHAL,888-758-4389,8783,5,public,,24 hours daily,,2026-06-29,,False,0.0,8783,"66, Rue Notre Dame",L'Épiphanie,QC,J5X 1A1,,-73.4825530999999,45.8504583999999,GPS
232586,KING EV STATION PARK DEPOT,888-758-4389,8782,5,public,,24 hours daily,,2026-06-29,,False,0.0,8782,68 Rue Amireault,L'Épiphanie,QC,J5X 2S7,,-73.485039,45.851868,GPS
232587,KING EV STATION KING MUSEUM,888-758-4389,8784,5,public,,24 hours daily,,2026-06-29,,False,0.0,8784,283 QC-339,L'Épiphanie,QC,J5X 1A1,,-73.494348,45.845974,GPS
232588,WATERLOO REGION STATION 4,888-758-4389,7962,5,public,,24 hours daily,,2026-06-29,,False,0.0,7962,131 rue Amireault,L’Épiphanie,QC,J5X 2T2,,-73.487397,45.849658,GPS
232590,SAINTE-MARTINE BORNE3COPAINVE1,888-758-4389,9605,5,public,,"Mon: 12:00am-7:30am, 4:30pm-11:45pm; Tue: 12:00am-7:30am, 4:30pm-11:45pm; Wed: 12:00am-7:30am, 4:30pm-11:45pm; Thu: 12:00am-7:30am, 4:30pm-11:45pm; Fri: 12:00am-7:30am, 12:30pm-11:59pm; Sat: 12:00am-11:59pm; Sun: 12:00am-11:59pm",,2026-06-29,,False,0.0,9605,"60, Chemin de la Martinique",L'Étang-du-Nord,QC,G4T 3R6,,-61.9149778,47.370209,GPS
232591,HTS_ONTARIO STATION 1,888-758-4389,11354,5,public,,"Mon: 12:00am-6:00am, 5:00pm-11:59pm; Tue: 12:00am-6:00am, 5:00pm-11:59pm; Wed: 12:00am-6:00am, 5:00pm-11:59pm; Thu: 12:00am-6:00am, 5:00pm-11:59pm; Fri: 12:00am-6:00am, 5:00pm-11:59pm; Sat: 12:00am-11:59pm; Sun: 12:00am-11:59pm",,2026-06-29,,False,0.0,11354,499 chemin Boisville-Ouest,L'Étang-du-Nord,QC,G4T 3J8,,-61.955028,47.369278,GPS
232592,MNP TOWER STALL 238 239,888-758-4389,10860,5,public,,24 hours daily,,2026-06-29,,False,0.0,10860,"110, Grand Boulevard",L'Île-Perrot,QC,J7V 4W8,,-73.957954,45.395205,GPS
232593,MNP TOWER STALL 236_237,888-758-4389,8129,5,public,,24 hours daily,,2026-06-29,,False,0.0,8129,89 Boulevard Don-Quichotte,L'Île-Perrot,QC,J7V 6H6,,-73.96263,45.388751,GPS
232594,MNP TOWER STALL 240_241,888-758-4389,8593,5,public,,24 hours daily,,2026-06-29,,False,0.0,8593,110 Boulevard Perrot,L'Île-Perrot,QC,J7V 3G1,,-73.954854,45.392814,GPS
232595,FORMULE MAZDA EXTéRIEUR,888-758-4389,8596,5,public,,24 hours daily,,2026-06-29,,False,0.0,8596,79 Boulevard Perrot,L'Île-Perrot,QC,J7V 3E7,,-73.956477,45.394318,GPS
232596,GWLRA - 1T 1 TORONTO EV2,888-758-4389,11689,5,public,,24 hours daily,,2026-06-29,,False,0.0,11689,6 Rue St Joseph,L'Isle-aux-Allumettes,QC,J0X 1M0,,-77.003368,45.851463,GPS
232597,RECHARGECO EAST ANGUS 01,888-758-4389,8210,5,public,,24 hours daily,,2026-06-29,,False,0.0,8210,"1026, chemin des Coudriers",L'Isle-aux-Coudres,QC,G0A 3J0,,-70.384552,47.419875,GPS
232598,RECHARGECO EAST ANGUS 02,888-758-4389,7328,5,public,,24 hours daily,,2026-06-29,,False,0.0,7328,7e Rue,L'Islet,QC,G0R 2C0,,-70.352128,47.104104,GPS
232599,MANULIFE EV1 EXPLORER GARAGE,888-758-4389,14659,21,public,,24 hours daily,,2026-06-29,,False,0.0,14659,1725 County Rd 4,L'Orignal,ON,K0B 1K0,,-74.641849,45.621556,GPS
232600,KING EV STATION TRISAN CENTRE 2,888-758-4389,9054,2,public,,24 hours daily,,2026-06-29,,False,0.0,9054,3453 Chem. des Chutes,La Baie,QC,G7B 3N8,,-70.909556,48.328512,GPS
232602,KING EV STATION NOBLETON ARENA2,888-758-4389,11176,5,public,,24 hours daily,,2026-06-29,,False,0.0,11176,6473 chemin St-Anicet Édifice 68,La Baie,QC,G0V 1A0,,-70.98987,48.337902,GPS
232603,KING EV STATION SCHOMBERG FIRE,888-758-4389,3648,1,public,,24 hours daily,,2026-06-29,,False,0.0,3648,"1162, Boul. Grande-Baie Sud",La Baie,QC,G7B 1C5,,-70.8753239,48.3262473,GPS
232604,KING EV STATION NOBLETONLIBRARY,888-758-4389,8722,5,public,,24 hours daily,,2026-06-29,,False,0.0,8722,7400 chemin chutes,La Baie,QC,G7B 3N8,,-70.988391,48.303839,GPS
232605,KING EV STATION SCHOMBERGLIBRAR,888-758-4389,8730,5,public,,24 hours daily,,2026-06-29,,False,0.0,8730,422 rue Victoria,La Baie,QC,G7B 3M4,,-70.878252,48.340253,GPS
232606,KING EV STATION KING LIBRARY,888-758-4389,4424,10,public,,24 hours daily,,2026-06-29,,False,0.0,4424,22 Arena St,La Broquerie,MB,R0A 0W0,In arena parking lot,-96.50509,49.52346,GPS
232607,KING EV STATION TRISAN CENTRE 1,888-758-4389,8171,5,public,,24 hours daily,,2026-06-29,,False,0.0,8171,1371 rue du Centenaire,La conception,QC,J0T 1M0,,-74.695025,46.153304,GPS
232608,RECHARGECO SUTTON 01,888-758-4389,8171,5,public,,24 hours daily,,2026-06-29,,False,0.0,8171,1371 rue du Centenaire,La conception,QC,J0T 1M0,,-74.695025,46.153304,GPS
232609,RECHARGECO SUTTON 02,888-758-4389,8378,5,public,,24 hours daily,,2026-06-29,,False,0.0,8378,1000 route de la Montagne D'Argent,La Conception,QC,J0T 1M0,,-74.680297,46.126348,GPS
232610,MNP TOWER STALL 242_243,888-758-4389,8279,5,public,,24 hours daily,,2026-06-29,,False,0.0,8279,380 route 111,La Corne,QC,J0Y 1R0,,-77.99547,48.3608,GPS
232612,RE RESIDENCES RERESIDENCES 3,888-758-4389,5248,2,public,,24 hours daily,,2026-06-29,,False,0.0,5248,10201 99 Ave,La Crête,AB,T0H 2H0,,-116.410725,58.184969,GPS
232613,RE RESIDENCES RERESIDENCES 4,888-758-4389,7508,5,public,,24 hours daily,,2026-06-29,,False,0.0,7508,"5000, Rue des Peupliers",La Doré,QC,G8J 1E8,,-72.6493280999999,48.713862,GPS
232614,SJENERGY 89 MAIN ST W,888-758-4389,7598,5,public,,24 hours daily,,2026-06-29,,False,0.0,7598,"Km 85,8 route Qc-167",La Doré,QC,G8K 2N8,,-73.30738,49.000701,GPS
232615,SJENERGY 643 ROTHESAY AV,888-758-4389,8336,5,public,,24 hours daily,,2026-06-29,,False,0.0,8336,4998 des Saules,La Doré,QC,G8J 1G9,,-72.6501075288789,48.7130166365437,GPS
232616,SJENERGY 15 DEPOT CT,888-758-4389,10243,5,public,,24 hours daily,,2026-06-29,,False,0.0,10243,1 rue du Parc,Causapscal,QC,G0J 1J0,,-67.224127,48.35385,GPS
232617,SJENERGY 11 FASHION DR,888-758-4389,7509,5,public,,24 hours daily,,2026-06-29,,False,0.0,7509,492 14e Av,La Guadeloupe,QC,G0M 1G0,,-70.9375,45.9617,GPS
232618,CHARLOTTETOWN POWNAL PARKADE,888-758-4389,7963,5,public,,24 hours daily,,2026-06-29,,False,0.0,7963,"387, 14e Avenue",La Guadeloupe,QC,G0M 1G0,,-70.936903,45.960146,GPS
232619,PUBLIC CHARGING YMCA,888-758-4389,480,1,public,,24 hours daily,,2026-06-29,,False,0.0,480,53 rue des Pionniers,La Macaza,QC,J0T 1R0,,-74.772535,46.370999,200-9
232620,PUBLIC CHARGING TRENTON ARENA,888-758-4389,9616,2,public,,24 hours daily,,2026-06-29,,False,0.0,9616,2040 boulevard de comporte,La Malbaie,QC,G5A 3C4,,-70.188197,47.679117,GPS
232621,PUBLIC CHARGING BATAWA COMM CTR,888-758-4389,1268,9,public,,24 hours daily,,2026-06-29,,False,0.0,1268,250 Chemin des Falaises,La Malbaie,QC,G5A 2V2,,-70.151703,47.636728,200-9
232622,STREETSVILLE STREETSVILLE 1,888-758-4389,11086,10,public,,24 hours daily,,2026-06-29,,False,0.0,11086,115 Côte Bellevue,La Malbaie,QC,G5A 1Y2,,-70.147167,47.62644,GPS
232623,STREETSVILLE STREETSVILLE 2,888-758-4389,12233,5,public,,24 hours daily,,2026-06-29,,False,0.0,12233,"375, Boulevard de Comporté",La Malbaie,QC,G5A 1H9,,-70.150646,47.64606,GPS
