Station Name,Street Address,Intersection Directions,City,State,ZIP,Station Phone,Extension/Second Number,Access Days Time,Cards Accepted,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,EV Connector Types,Access Code,Access Detail Code,EV Pricing,EV On-Site Renewable Source,Restricted Access,Maximum Vehicle Class,EV Workplace Charging
Kirkland - Complexe sportif,16950 Hymus,,Kirkland,QC,H9H 3W7,888-356-8911,,24 hours daily,,,2,,FLO,https://www.flo.com,GPS,45.449059,-73.849855,2026-06-29,197078,J1772,public,,Price Information not available,,0,,0
BC Hydro - Wonowon,16960 BC-97 unit 37,,Wonowon,BC,V0C 2N0,866-338-3369,,24 hours daily,,,2,1,BCHYDRO,https://electricvehicles.bchydro.com/charge/public-charging/our-fast-charging-network,GPS,56.7276166,-121.8071837,2026-06-29,356184,CHADEMO J1772 J1772COMBO,public,,Price Information not available,,0,,0
The Opinicon Dining & Resort - Tesla Destination,1697 Chaffey's Lock Rd,,Elgin,ON,K0G 1E0,877-798-3752,,,,,1,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,44.579082,-76.317762,2024-07-01,116466,TESLA,public,,Price Information not available,,,,0
Desjardins - Saint-Hyacinthe,"1697, rue Girouard Ouest",,Saint-Hyacinthe,QC,J2S 2Z9,855-999-8378,,,,,1,,Circuit électrique,https://lecircuitelectrique.com,GPS,45.624649,-72.947253,2026-06-29,305333,J1772,public,,Price Information not available,,0,,0
Caisse Populaire de St Théodore d'Acton,"1698, rue Principale",,Saint-Théodore d'Acton,QC,J0H 1Z0,855-999-8378,,,,,1,,Circuit électrique,https://lecircuitelectrique.com,GPS,45.68513,-72.57971,2026-06-29,305084,J1772,public,,Price Information not available,,0,,0
Hotel & Spa Mont Gabriel - Tesla Destination,1699 ch du Mont-Gabriel,,Sainte-Adele,QC,J8B 1A5,877-798-3752,,,,,5,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,45.918861,-74.159141,2024-07-01,116674,J1772 TESLA,public,,Price Information not available,,,,0
Victoriaville - Stationnement Pierre-Laporte,16A rue Perreault,,Victoriaville,QC,G6P 5C6,888-356-8911,,24 hours daily,,,2,,FLO,https://www.flo.com,GPS,46.058129,-71.95421,2026-06-29,170694,J1772,public,,Price Information not available,,0,,0
Perth / Johnson Guardian Pharmacy,16F Tribe Rd,,Perth-Andover,NB,E7H 3R6,844-661-6272,,24 hours daily,,,,1,eCharge Network,https://echargenetwork.com,GPS,46.747012,-67.713375,2026-06-29,328027,CHADEMO J1772COMBO,public,,Price Information not available,,0,,0
Salle multifonctionnelle,17 boul. Perron Est,,Caplan,QC,G0C 1H0,855-999-8378,,,,,4,,Circuit électrique,https://lecircuitelectrique.com,GPS,48.101749,-65.681587,2026-06-29,360616,J1772,public,,Price Information not available,,0,,0
POTENTIADOMUS NO1 POWER HOUSE,17 Campbell Rd,At powerhouse reality,Charlottetown,PE,C1E 0J4,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,46.293623,-63.174575,2026-06-29,237814,J1772,public,,Price Information not available,,0,,0
POTENTIADOMUS 2FAST & FURIOUS,17 Campbell Rd,,Charlottetown,PE,C1E 0J4,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,46.293566,-63.174539,2026-06-29,237815,J1772,public,,Price Information not available,,0,,0
OCJT STATION 3,17 Centre Ave,,Toronto,ON,M5G 1C7,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,43.65406,-79.386246,2026-06-29,261367,J1772,public,,Price Information not available,,0,,0
Parry Sound Museum - Lakeland EV Charging,17 George St,,Parry Sound,ON,P2A 2X4,888-646-0123,,24 hours daily,A D Debit M V,,3,,LAKELAND_EV,https://lakelandevcharging.ca,GPS,45.340267,-80.02831,2025-09-12,257748,J1772,public,,$3 per hour,,0,LD,0
efficiencyPEI - Souris Hospital,17 Knights Avenue,,Souris,PE,C0A 1T0,888-356-8911,,24 hours daily,,,2,,FLO,https://www.flo.com,GPS,46.352199,-62.244142,2026-06-29,254004,J1772,public,,Price Information not available,,0,,0
Osoyoos - Gyro Park,17 Park Place,,Osoyoos,BC,V0H 1V0,888-356-8911,,24 hours daily,,,2,,FLO,https://www.flo.com,GPS,49.033686,-119.463001,2026-06-29,129960,J1772,public,,Price Information not available,,0,,0
TOWN LADYSMITH ROBERTS 2,17 Roberts St,Municipal parking,Ladysmith,BC,V9G 1A1,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,48.992644,-123.815435,2026-06-29,306534,J1772,public,,Price Information not available,,0,,0
TOWN LADYSMITH ROBERTS 1,17 Roberts St,,Ladysmith,BC,V9G 1A1,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,48.992758,-123.81559,2026-06-29,306599,J1772,public,,Price Information not available,,0,,0
Maison des Aînés de Pont-Rouge,17 Rue Dupont,,Pont-Rouge,QC,G3H 1N1,888-356-8911,,24 hours daily,,,2,,FLO,https://www.flo.com,GPS,46.75614,-71.693508,2026-06-29,328186,J1772,public,,Price Information not available,,0,,0
Microtel Inn & Suites,17 rue Industriel,,Casselman,ON,K0A 1M0,613-427-3550,,24 hours daily; guest use only,Cash,,1,,Non-Networked,,GPS,45.30592715,-75.07934775,2024-05-13,83196,J1772,public,,Free,,1,LD,0
Murchison Centre,17 St Pius X Ave,,Charlottetown,PE,C1A 6A2,888-356-8911,,24 hours daily,,,1,,FLO,https://www.flo.com,GPS,46.2521728,-63.1203046,2026-06-29,355734,J1772,public,,Price Information not available,,0,,0
"White River, ON - Tesla Supercharger",17 Trans-Canada Highway,,White River,ON,P0N 3G0,877-798-3752,,24 hours daily. NACS partner enabled.,,,,6,Tesla,https://www.tesla.com/supercharger,GPS,48.591856,-85.272411,2026-06-18,153426,TESLA,public,,Price Information not available,,0,,1
BRCC - Chelsea - McDonald's,"17, Chemin Cross Loop",,Chelsea,QC,J9B 2K1,855-999-8378,,,,,,5,Circuit électrique,https://lecircuitelectrique.com,GPS,45.597542,-75.901212,2026-06-29,352705,CHADEMO J1772COMBO,public,,Price Information not available,,0,,0
"Aulac, NB - Tesla Supercharger",170 Aulac Road,,Aulac,NB,E4L 2X2,877-798-3752,,24 hours daily. Open to Teslas only.,,,,8,Tesla,https://www.tesla.com/supercharger,200-9,45.871389,-64.280241,2026-06-18,122276,TESLA,public,,Price Information not available,,0,,1
NBP - IOL Aulac,170 Aulac Road,,Aulac,NB,E4L 2W8,844-661-6272,,24 hours daily,,,1,1,eCharge Network,https://echargenetwork.com,GPS,45.871322,-64.280684,2026-06-29,145723,CHADEMO J1772 J1772COMBO,public,,Price Information not available,,0,,0
Centre communautaire de Stratford,170 Avenue Centrale Nord,,Stratford,QC,G0Y 1P0,888-356-8911,,24 hours daily,,,2,,FLO,https://www.flo.com,GPS,45.7815697,-71.283705,2026-06-29,387960,J1772,public,,Price Information not available,,0,,0
Desjardins - CdS Vaudreuil-Dorion-Harwood,170 boulevard Harwood,,Vaudreuil-Dorion,QC,J7V 1Y2,855-999-8378,,,,,1,,Circuit électrique,https://lecircuitelectrique.com,GPS,45.382666,-74.011583,2026-06-29,305272,J1772,public,,Price Information not available,,0,,0
Centurion Conference & Event Center - Tesla Destination,170 Colonnade Rd,,Ottawa,ON,K2E 7J5,877-798-3752,,,,,9,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,45.342792,-75.71315,2024-07-01,116532,J1772 TESLA,public,,Price Information not available,,,,0
UHN - WP CHARGER 2,170 Emmett Ave,,Toronto,ON,M6M 2J5,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,43.689301,-79.508189,2026-06-29,346245,J1772,public,,Price Information not available,,0,,0
UHN - WP CHARGER 5,170 Emmett Ave,,Toronto,ON,M6M 2J5,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,43.689161,-79.508446,2026-06-29,346246,J1772,public,,Price Information not available,,0,,0
UHN - WP CHARGER 6,170 Emmett Ave,,Toronto,ON,M6M 2J5,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,43.689184,-79.508296,2026-06-29,346247,J1772,public,,Price Information not available,,0,,0
UHN - WP CHARGER 7,170 Emmett Ave,,Toronto,ON,M6M 2J5,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,43.689223,-79.508156,2026-06-29,346248,J1772,public,,Price Information not available,,0,,0
UHN - WP CHARGER 1,170 Emmett Ave,,Toronto,ON,M6M 2J5,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,43.689316,-79.508382,2026-06-29,346249,J1772,public,,Price Information not available,,0,,0
UHN - WP CHARGER 3,170 Emmett Ave,,Toronto,ON,M6M 2J5,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,43.689347,-79.507974,2026-06-29,346250,J1772,public,,Price Information not available,,0,,0
UHN - WP CHARGER 4,170 Emmett Ave,,Toronto,ON,M6M 2J5,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,43.689316,-79.508511,2026-06-29,346251,J1772,public,,Price Information not available,,0,,0
UHN - WP CHARGER 8,170 Emmett ave,,Toronto,ON,M6M 2J5,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,43.689441,-79.507411,2026-06-29,377563,J1772,public,,Price Information not available,,0,,0
City of Colwood - Lagoon West,170 Goldfinch Road,,Victoria,BC,V9C 1Y3,888-356-8911,,24 hours daily,,,2,,FLO,https://www.flo.com,GPS,48.419294,-123.4736868,2026-06-29,452625,J1772,public,,Price Information not available,,0,,0
Blackstone Mountain Lodge - Tesla Destination,170 Kananaskis Wy,,Canmore,AB,T1W 0A8,877-798-3752,,,,,3,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,51.084581,-115.340644,2024-07-01,150655,TESLA,public,,Price Information not available,,,,0
EVCO MT FOREST L3,170 Main St S,,Mount Forest,ON,N0G 2L2,888-758-4389,,24 hours daily,,,,1,ChargePoint Network,https://www.chargepoint.com,GPS,43.981716,-80.73429,2026-06-29,238665,CHADEMO J1772COMBO,public,,Price Information not available,,0,,0
Tatamagouche Library,170 Main Street,,Tatamagouche,NS,B0K 1V0,888-356-8911,,24 hours daily,,,2,,FLO,https://www.flo.com,GPS,45.712961,-63.295735,2026-06-29,317092,J1772,public,,Price Information not available,,0,,0
EVCO MT FOREST L2,170 Main Street South,Located in the parking lot off of Highway 6. Entrance to the parking lot is beside the TD Bank on Hwy 6. Chargers located at north west end of lot.,Mount Forest,ON,N0G 2L0,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,43.981699,-80.734279,2026-06-29,163132,J1772,public,,Price Information not available,,0,,0
CHARLOTTETOWN SIMMONS ARENA,170 N River Rd,"Located in Northeast corner of Simmons Arena Parking lot, near secondary entrance along front of building.",Charlottetown,PE,C1A 3L3,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,46.240154,-63.142582,2026-06-29,232443,J1772,public,,Price Information not available,,0,,0
Leamington Chrysler (1922) Ltd - Fast Charger,170 Oak St W,,Leamington,ON,N8H 2B6,888-356-8911,,24 hours daily,,,,1,FLO,https://www.flo.com,GPS,42.0469,-82.62184,2026-06-29,387959,CHADEMO J1772COMBO,public,,Price Information not available,,0,,0
Leamington Chrysler (1922) Ltd,170 Oak St W,,Leamington,ON,N8H 2B6,888-356-8911,,24 hours daily,,,2,,FLO,https://www.flo.com,GPS,42.0469,-82.62184,2026-06-29,388060,J1772,public,,Price Information not available,,0,,0
Maritime Geothermal,170 Plantation Rd,,Petitcodiac,NB,E4Z 6P3,506-756-8135,,8am-5pm M-F,,,2,,Non-Networked,,200-9,45.939523,-65.157957,2023-10-12,83577,J1772 TESLA,public,,Free,,0,LD,0
City of Ottawa - 170 Primrose Ave.,170 Primrose Ave.,,Ottawa,ON,K1R 6M6,888-356-8911,,24 hours daily,,,2,,FLO,https://www.flo.com,GPS,45.4108936,-75.7136701,2026-06-29,212932,J1772,public,,Price Information not available,,0,,0
Key Assets Ontario,170 Robert Speck Pkwy,,Mississauga,ON,L4Z 3G1,844-798-2438,,24 hours daily,A D Debit M V,,2,,SWTCH,https://swtchenergy.com,GPS,43.59733759,-79.63330367,2021-12-13,201716,J1772,public,CREDIT_CARD_ALWAYS,Price Information not available,,0,LD,0
Ville de Delson - Rue de l'Harmonie,170 rue de l'Harmonie,,Delson,QC,J5B 0A9,855-999-8378,,,,,4,,Circuit électrique,https://lecircuitelectrique.com,GPS,45.381766,-73.549664,2026-06-29,306061,J1772,public,,Price Information not available,,0,,0
Gatineau,170 rue de l'Hotel de ville,,Gatineau,QC,J8X 4C2,888-356-8911,,24 hours daily,,,4,,FLO,https://www.flo.com,GPS,45.426556,-75.711917,2026-06-29,314092,J1772,public,,Price Information not available,,0,,0
Parc Carre Royal,170 rue Durocher,,Massueville,QC,J0G 1K0,855-999-8378,,,,,1,,Circuit électrique,https://lecircuitelectrique.com,GPS,45.910745,-72.929129,2026-06-29,305677,J1772,public,,Price Information not available,,0,,0
Municipalité de Portneuf-sur-Mer,170 Rue Prinicpale,,Portneuf-sur-Mer,QC,G0T 1P0,855-999-8378,,,,,1,,Circuit électrique,https://lecircuitelectrique.com,GPS,48.618257,-69.101954,2026-06-29,305610,J1772,public,,Price Information not available,,0,,0
WINPAK DIVISION ABI SOUTH 2,170 Saulteaux Crescent,,Winnipeg,MB,R3J 3T3,888-758-4389,,24 hours daily,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,49.89754,-97.253707,2026-06-29,461454,J1772,public,,Price Information not available,,0,,0
City of Ottawa - 2nd Avenue Parking Garage,170 Second Ave.,,Ottawa,ON,K1S 2H6,888-356-8911,,24 hours daily,,,2,,FLO,https://www.flo.com,GPS,45.4029328,-75.6899797,2026-06-29,212734,J1772,public,,Price Information not available,,0,,0
ONE PARK PLACE EV 1,170 Sumach St,,Toronto,ON,M5A 3H7,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,43.660292,-79.360577,2026-06-29,121494,J1772,public,,Price Information not available,,0,,0
BFG,170 Travail Rd,,Markham,ON,L3S 3J1,888-385-6671,,24 hours daily,A ACCOUNT_BALANCE ANDROID_PAY APPLE_PAY D M V,,1,,LOOP,https://loopglobal.com,GPS,43.85608,-79.2627,2026-03-12,83546,J1772,public,CREDIT_CARD_ALWAYS,$1 activation fee; $0.15 per kWh,,0,LD,0
City of Guelph,170 Watson Rd S,,Guelph,ON,N1L 1C1,,,,,,2,4,Non-Networked,,GPS,43.55789,-80.19389,2025-05-12,254963,CHADEMO J1772 J1772COMBO,private,,Price Information not available,,,,0
AJAX  HYUNDAI DC FRONT LOT,170 Westney Rd S,,Ajax,ON,L1S 2C8,888-758-4389,,24 hours daily,,,,1,ChargePoint Network,https://www.chargepoint.com,GPS,43.844529,-79.03775,2026-06-29,390080,CHADEMO J1772COMBO,public,,Price Information not available,,0,,0
"170, rue Saint-Viateur","170, rue Saint-Viateur",,Saint-Rémi,QC,J0L 2L0,855-999-8378,,,,,4,,Circuit électrique,https://lecircuitelectrique.com,GPS,45.255425,-73.61354,2026-06-29,361048,J1772,public,,Price Information not available,,0,,0
Marché Godefroy - Tesla Destination,1700 Ave Descôteaux,,Bécancour,QC,G9H 1W2,877-798-3752,,,,,1,,Tesla Destination,https://www.tesla.com/destination-charging,GPS,46.291713,-72.537628,2024-07-01,116582,TESLA,public,,Price Information not available,,,,0
Ville de Chambly - Stat Parc des Patriotes,1700 boulevard Lebel,,Chambly,QC,J3L 0Z9,855-999-8378,,,,,8,,Circuit électrique,https://lecircuitelectrique.com,GPS,45.439333,-73.314795,2026-06-29,328703,J1772,public,,Price Information not available,,0,,0
Kalawsky Chevrolet Buick GMC,1700 Columbia Ave,,Castlegar,BC,V1N 2W4,250-365-2155,,24 hours daily,,,,2,Non-Networked,,GPS,49.30173983,-117.6592797,2026-02-13,220723,J1772COMBO,public,CREDIT_CARD_ALWAYS,Free,,1,LD,0
Grappe Industrielle des Véhicules Électriques et Intelligents,1700 Grande-Alée,,Boisbriand,QC,J7G 2Z9,,,For fleet use only,,,4,,Non-Networked,,GPS,45.62016,-73.84587,2025-08-12,401944,J1772,private,,Price Information not available,,,LD,0
MASSET LIBRARY MASSET LIBRARY,1700 Hodges Avenue 1700 Hodges Avenue,,Masset,BC,V0T 1R0,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,54.012897,-132.145588,2026-06-29,421002,J1772,public,,Price Information not available,,0,,0
Grand Times Hotel - Laval,1700 Jeanne-Mance,,Laval,QC,H7T 0R2,888-356-8911,,24 hours daily,,,4,,FLO,https://www.flo.com,GPS,45.557504,-73.74861,2026-06-29,191462,J1772,public,,Price Information not available,,0,,0
Coppa's Fresh Market,1700 King Rd,,King City,ON,L7B 0N1,855-567-5853,,24 hours daily,A D Debit M V,,,3,JULE,https://www.julepower.com,GPS,43.935424,-79.50668,2026-02-13,84732,J1772,public,,$0.48 per kWh,,0,LD,0
Campus Laval,1700 Rue Jacques-Tétreault,,Laval,QC,H7N 0A5,888-356-8911,,24 hours daily,,,3,,FLO,https://www.flo.com,GPS,45.558881,-73.720457,2026-06-29,129742,J1772,public,,Price Information not available,,0,,0
St-Michel - 1700 rue Principale,1700 rue Principale,,Saint-Michel,QC,J0L 2J0,855-999-8378,,,,,4,,Circuit électrique,https://lecircuitelectrique.com,GPS,45.236528,-73.569444,2026-06-29,328699,J1772,public,,Price Information not available,,0,,0
Laval - Chalet parc Louis-Durocher,1700 Rue Thomas-D'Orsonnens,,Laval,QC,H7M 3R1,855-999-8378,,,,,2,,Circuit électrique,https://lecircuitelectrique.com,GPS,45.607117,-73.706769,2026-06-29,450979,J1772,public,,Price Information not available,,0,,0
IDEAL HONDA HONDA STATION2,1700 Toyo Cir,,Mississauga,ON,L4W 0E7,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,43.651326,-79.634227,2026-06-29,331788,J1772,public,,Price Information not available,,0,,0
IDEAL HONDA HONDA STATION1,1700 Toyo Cir,,Mississauga,ON,L4W 0E7,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,43.651333,-79.634121,2026-06-29,331789,J1772,public,,Price Information not available,,0,,0
IDEAL HONDA FAST CHARGER,1700 Toyo Cir,,Mississauga,ON,L4W 0E7,888-758-4389,,24 hours daily,,,,1,ChargePoint Network,https://www.chargepoint.com,GPS,43.651334,-79.634149,2026-06-29,331790,CHADEMO J1772COMBO,public,,Price Information not available,,0,,0
Super 8 by Wyndham Revelstoke,1700 Victoria Rd. West,,Revelstoke,BC,V0E 2S0,888-356-8911,,24 hours daily,,,2,,FLO,https://www.flo.com,GPS,51.009038,-118.214112,2026-06-29,197682,J1772,public,,Price Information not available,,0,,0
1700 West Broadway,1700 West Broadway,,Vancouver,BC,V6J 1Y1,888-356-8911,,24 hours daily,,,5,,FLO,https://www.flo.com,GPS,49.263454,-123.14425,2026-06-29,307465,J1772,public,,Price Information not available,,0,,0
Plessisville - Hôtel de Ville,"1700, rue Saint-Calixte",,Plessisville,QC,G6L 1R3,855-999-8378,,,,,2,,Circuit électrique,https://lecircuitelectrique.com,GPS,46.21864223,-71.77146673,2026-06-29,305715,J1772,public,,Price Information not available,,0,,0
"17004 107 Ave NW, Edmonton, AB, CA",17004 107 Avenue NW,,Edmonton,AB,T5Y 3W6,800-636-0986,,,,,4,,CHARGELAB,https://chargelab.co,GPS,53.632627,-113.439142,2026-06-29,458270,J1772,public,,Price Information not available,,0,,0
Crown Acura,1700B Waverley Street,,Winnipeg,MB,R3T 5V7,888-356-8911,,24 hours daily,,,4,,FLO,https://www.flo.com,GPS,49.817011,-97.176447,2026-06-29,328024,J1772,public,,Price Information not available,,0,,0
SQI - 1701 Parthenais,1701 rue parthenais,,Montreal,QC,H2K 4S8,888-356-8911,,24 hours daily,,,4,,FLO,https://www.flo.com,GPS,45.528878,-73.554269,2026-06-29,129722,J1772,public,,Price Information not available,,0,,0
"Canmore, AB - Bow Valley Trail - Tesla Supercharger",1702 Bow Valley Trail,,Canmore,AB,T1W 1N5,877-798-3752,,24 hours daily. NACS partner enabled.,,,,8,Tesla,https://www.tesla.com/supercharger,GPS,51.096599,-115.357656,2026-06-18,200551,TESLA,public,,Price Information not available,,0,,1
RECHARGECO CHELSEA 01,"1703, rte 105",Stationnement IGA - Adaptateur disponible à la courtoisie du magasin IGA,Chelsea,QC,J9B 1P4,888-758-4389,,24 hours daily,,,,1,ChargePoint Network,https://www.chargepoint.com,GPS,45.59762,-75.89932,2026-06-29,232774,CHADEMO J1772COMBO,public,,Price Information not available,,0,,0
RECHARGECO CHELSEA 02,"1703, rte 105",Stationnement IGA - Adaptateur disponible à la courtoisie du magasin IGA,Chelsea,QC,J9B 1P4,888-758-4389,,24 hours daily,,,,1,ChargePoint Network,https://www.chargepoint.com,GPS,45.597504,-75.89905,2026-06-29,232775,CHADEMO J1772COMBO,public,,Price Information not available,,0,,0
Shawinigan - Aréna Gilles Bourassa,1705 117e rue,,Shawinigan-Sud,QC,G9N 6V3,855-999-8378,,,,,1,,Circuit électrique,https://lecircuitelectrique.com,GPS,46.51708,-72.75541,2026-06-29,305842,J1772,public,,Price Information not available,,0,,0
BC Hydro - Port McNeill,1705 Campbell Way,,Port McNeill,BC,V0N 2R0,866-338-3369,,24 hours daily,,,,2,BCHYDRO,https://electricvehicles.bchydro.com/charge/public-charging/our-fast-charging-network,GPS,50.5882,-127.086,2026-06-29,156687,CHADEMO J1772COMBO,public,,Price Information not available,,0,,0
CSSMI STATION 2,17050 Rue Jacques-Cartier,,Mirabel,QC,J7J 2R1,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,45.669018,-73.94227,2026-06-29,327499,J1772,public,,Price Information not available,,0,,0
