Station_ID  (PK),Station_name,Station_phone ,Location_ID (FK),Network_ID (FK),Access_code,Access_Detail_code,Access_Day_time,EV_Pricing,Date_last_confirmed,Maximum_Vehicle_Class,Ev_Workplace_charging ,Restricted_access
94491,Scotiabank,416-285-2190,7784,5,public,,24 hours daily,Free,1/12/2023,LD,FALSE,FALSE
94551,PLACE ROSEMERE PR-02,888-758-4389,12969,5,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
94552,PLACE ROSEMERE PR-01,888-758-4389,7785,5,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
94915,Jim Pattison Outpatient Care and Surgery Centre,604-582-4550,7786,5,public,,24 hours daily; parking fee required; Drivers must bring their own J1772 cordset for Level 1 charging,Free; parking fee required,8/15/2024,LD,TRUE,FALSE
94916,Mission Memorial Hospital,604-826-6261,7787,5,public,,24 hours daily; Drivers must bring their own J1772 cordset for Level 1 charging,Free; parking fee required,8/15/2024,LD,TRUE,FALSE
94918,St. Paul's Hospital,604-682-2344,7788,5,public,,24 hours daily; Drivers must bring their own J1772 cordset for Level 1 charging,Free; parking fee required,8/15/2024,LD,TRUE,FALSE
94919,British Columbia's Children’s & Women’s Hospitals – Clinical Services Building,604-875-2345,7438,41,public,,24 hours daily; parking fee required; Drivers must bring their own J1772 cordset for Level 1 charging,Free,8/15/2024,LD,FALSE,FALSE
94968,RIMAR VW CT4021,888-758-4389,3403,6,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
97050,FREDERICTON MIT FREDRMITSU EVSE,888-758-4389,7437,5,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
97083,Platinum Mitsubishi,,7438,5,private,,Service department use only,Free,2/13/2026,LD,FALSE,
98462,JLRL CT4021STATION1,888-758-4389,14401,5,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
98517,Ontario Hydro,,7482,5,private,,24 hours daily; For employee use only,Free,1/12/2024,,TRUE,
98518,Bolton GM,,13128,1,private,,One charger is for the service department,Free,6/13/2024,LD,FALSE,
98548,Ray Cullen Chevrolet,,11894,5,private,,Dealership business hours,Free,2/13/2026,LD,FALSE,
98774,Poste de la MRC,,3403,10,private,,For employee use only,Free,3/30/2026,LD,TRUE,
98775,Ste-Marie Automobiles Ltée,,3403,10,public,,8:30am-9pm M-Th; 8:30am-7pm F; For clients only,,3/4/2022,LD,FALSE,TRUE
99411,EVCO TOURIST CENTR,888-758-4389,14084,2,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
99455,AIRWAY CENTRE 5925 1,888-758-4389,10349,15,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
99457,AIRWAY CENTRE 5945 1,888-758-4389,7940,5,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
99458,AIRWAY CENTRE 5955 1,888-758-4389,2385,1,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
99459,AIRWAY CENTRE 5915 1,888-758-4389,209,1,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
99592,CAPILANO UNIVER LOT#7,888-758-4389,209,1,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
99857,NORTH HUMBER-CFT&T,888-758-4389,10362,2,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
99858,WATERFRONT NORTH EV6,888-758-4389,14810,14,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
100308,VW SOREL-TRACY STATION1,888-758-4389,6082,2,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
100437,PORTMOODY KYLE CENTRE 1,888-758-4389,2272,10,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
100502,PORTMOODY RECCENTRE-A,888-758-4389,2272,10,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
100504,PORTMOODY CIVIC-SINGLE,888-758-4389,2272,10,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
100560,PORTMOODY OOH1,888-758-4389,2272,10,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
102707,UFV EV STATION CHIL L2 LOT 5.1,888-758-4389,6046,2,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
103130,"Woodstock, ON - Tesla Supercharger",877-798-3752,462,1,public,,24 hours daily. Open to Teslas only.,,6/18/2026,,TRUE,FALSE
103841,UFV EV STATION AB L2 LOT 10.1,888-758-4389,9589,2,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
103842,MANULIFE LEVEL12-NGW1,888-758-4389,10266,10,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
104041,PARKING LOTS LOT10-1371 ELGI,888-758-4389,10266,10,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
104229,OXFORD PLACE GUINNESS-1,888-758-4389,10796,4,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
104325,KRP PROPERTIES 495 MARCH RD,888-758-4389,10796,4,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
104326,KRP PROPERTIES 303 TERRY FOX 1,888-758-4389,6046,2,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
104327,KRP PROPERTIES 309 LEGGET DR,888-758-4389,8268,5,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
104328,KRP PROPERTIES 307 LEGGET DR,888-758-4389,9428,1,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
104329,KRP PROPERTIES 411 LEGGET DR 2,888-758-4389,5321,1,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
104330,KRP PROPERTIES 535 LEGGET DR,888-758-4389,11082,5,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
104331,KRP PROPERTIES 555 LEGGET DR,888-758-4389,3858,1,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
104332,KRP PROPERTIES 362 TERRY FOX,888-758-4389,7953,5,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
104334,KRP PROPERTIES 350 TERRY FOX,888-758-4389,2348,2,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
104355,KRP PROPERTIES 303 TERRY FOX 2,888-758-4389,3863,1,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
104356,KRP PROPERTIES 80 HINES RD,888-758-4389,128,1,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
104357,KRP PROPERTIES 40 HINES RD,888-758-4389,13322,5,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
104402,NORTH 8,888-758-4389,13295,5,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
104422,ABBOTSFORD VW SW FRT BUILDING,888-758-4389,4815,10,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
104524,KRP PROPERTIES 300 MARCH 1,888-758-4389,4815,10,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
104525,KRP PROPERTIES 340 LEGGET 2,888-758-4389,494,1,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
104527,KRP PROPERTIES 400 MARCH,888-758-4389,6729,4,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
104540,CROSS ROADS CROSSROADS1,888-758-4389,6729,4,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
104700,VANCOUVER INTL JS-05-01-02,888-758-4389,2516,2,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
104701,VANCOUVER INTL CNTR-EV-02,888-758-4389,6077,1,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
104702,MENKES 25 YORK 25 EV 1,888-758-4389,1758,2,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
104703,FANSHAWE EV AVIATION 1,888-758-4389,7218,5,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
104720,JAGUAR VICTORIA JAG-SALES1-CT4K,888-758-4389,7386,5,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
104760,LONGOS EV STATION#34-2,888-758-4389,11514,2,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
104790,JLR RICHMOND PUBLIC AC 7.5KW,888-758-4389,3152,2,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
104808,STMITSUBISHI CLIENTS MITSU,888-758-4389,7790,5,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
104844,KRP PROPERTIES 300 MARCH 3,888-758-4389,7791,5,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
104910,ADELAIDE PLACE DP DREAM 1,888-758-4389,10537,5,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
104911,PARKING LOTS LOT6-430 BROCK,888-758-4389,7678,5,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
104912,PARKING LOTS LOT7-500 LOCUST,888-758-4389,7729,5,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
104913,PARKING LOTS LOT3-533 JOHN,888-758-4389,7820,5,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
104914,PARKING LOTS LOT4-421 JOHN,888-758-4389,13016,15,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
104915,PARKING LOTS LOT2-466 BURL,888-758-4389,3095,2,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
105095,GRAND VILLA SOUTH PARKADE,888-758-4389,6782,2,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
105110,COOP AGRILAIT BMR,888-758-4389,3695,1,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
105112,VANCOUVER HOUSE STATION 1,888-758-4389,10634,5,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
105121,PAQUIN VOLKS STATION1,888-758-4389,10634,5,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
105215,KRP PROPERTIES 340 LEGGET 1,888-758-4389,10634,5,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
105282,KRP PROPERTIES 390 LEGGET 01,888-758-4389,1043,9,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
105283,AUTOSPORT SHOP 01,888-758-4389,2769,10,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
105317,Township Chevrolet Buick GMC,,2769,10,private,,24 hours daily,Free,6/6/2025,LD,FALSE,
105353,CHARGEURAVANT CT4K-GW1,888-758-4389,8203,5,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
105355,TJX EV STATION TJX CANADA EV-4,888-758-4389,13037,2,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
105474,KEGSTEAKHOUSE KEG STEAKHOUSE2,888-758-4389,13037,2,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
105475,KEGSTEAKHOUSE KEG STEAKHOUSE1,888-758-4389,15201,2,public,,24 hours daily,,6/29/2026,,FALSE,FALSE
105477,Belanger Ford Lincoln Centre,,15201,2,private,,,,6/6/2025,LD,FALSE,
105571,"Pickering, ON - Tesla Supercharger",877-798-3752,13611,10,public,,24 hours daily. Open to Teslas only.,,6/18/2026,,TRUE,FALSE
116255,Comfort Inn & Suites Airdrie - Tesla Destination,877-798-3752,13611,10,public,,,,7/1/2024,,FALSE,
116256,Hampton Inn & Suites by Hilton Airdrie - Tesla Destination,877-798-3752,8416,5,public,,,,7/1/2024,,FALSE,
116258,"Days Inn and Suites, Airdrie - Tesla Destination",877-798-3752,8857,2,public,,,,7/1/2024,,FALSE,
116259,Best Western Plus Okotoks Inn & Suites - Tesla Destination,877-798-3752,11398,5,public,,,,7/1/2024,,FALSE,
116260,Banff Sunshine Village - Tesla Destination,877-798-3752,8588,5,public,,,,7/1/2024,,FALSE,
116261,Moose Hotel & Suites - Tesla Destination,877-798-3752,8664,5,public,,,,7/1/2024,,FALSE,
116262,The Rimrock Resort Hotel - Tesla Destination,877-798-3752,13294,5,public,,,,7/1/2024,,FALSE,
116263,The Fairmont Banff Springs - Tesla Destination,877-798-3752,9543,5,public,,,,7/1/2024,,FALSE,
116264,Wyndham Garden Calgary Airport - Tesla Destination,877-798-3752,8665,5,public,,,,7/1/2024,,FALSE,
116265,Calgary Marriott Downtown - Tesla Destination,877-798-3752,8666,5,public,,,,7/1/2024,,FALSE,
116266,Impark (Keynote Parking Garage) - Tesla Destination,877-798-3752,8667,5,public,,,,7/1/2024,,FALSE,
116267,Acclaim Hotel Calgary Airport - Tesla Destination,877-798-3752,9141,2,public,,,,7/1/2024,,FALSE,
116268,Coast Plaza Hotel & Conference Centre - Tesla Destination,877-798-3752,892,9,public,,,,7/1/2024,,FALSE,
116270,OMO Teppan & Kitchen - Tesla Destination,877-798-3752,11737,10,public,,,,7/1/2024,,FALSE,
116271,East Village Properties Inc. Parkade - Tesla Destination,877-798-3752,5758,8,public,,,,7/1/2024,,FALSE,
116272,Hyatt Regency Calgary - Tesla Destination,877-798-3752,12991,2,public,,,,7/1/2024,,FALSE,
116273,Le Germain Hotel Calgary - Tesla Destination,877-798-3752,3834,2,public,,,,7/1/2024,,FALSE,
116275,Four Points by Sheraton Edmonton Gateway - Tesla Destination,877-798-3752,11608,14,public,,,,7/1/2024,,FALSE,
116276,Fairmont Hotel Macdonald - Tesla Destination,877-798-3752,14220,18,public,,,,7/1/2024,,FALSE,
116277,Coast Edmonton Plaza Hotel - Tesla Destination,877-798-3752,3264,14,public,,,,7/1/2024,,FALSE,
116278,Sunwapta Shopping Centre - Tesla Destination,877-798-3752,13344,12,public,,,,7/1/2024,,FALSE,
116279,Vaticano Cucina - Tesla Destination,877-798-3752,13344,12,public,,,,7/1/2024,,FALSE,
116281,Sawridge Inn and Conference Centre Edmonton - Tesla Destination,877-798-3752,3263,14,public,,,,7/1/2024,,FALSE,
116282,Fantasyland Hotel - Tesla Destination,877-798-3752,5390,1,public,,,,7/1/2024,,FALSE,
116283,Guest House Inn & Suites - Tesla Destination,877-798-3752,5391,1,public,,,,7/1/2024,,FALSE,
116284,Best Western Hotel & Resort High Level - Tesla Destination,877-798-3752,5392,1,public,,,,7/1/2024,,FALSE,
116285,The Fairmont Jasper Park Lodge - Tesla Destination,877-798-3752,13542,34,public,,,,7/1/2024,,FALSE,
116286,Sawridge Inn and Conference Centre Jasper - Tesla Destination,877-798-3752,5211,6,public,,,,7/1/2024,,FALSE,
116287,Best Western Plus Lacombe Inn & Suites - Tesla Destination,877-798-3752,12197,10,public,,,,7/1/2024,,FALSE,
116289,The Fairmont Chateau Lake Louise - Tesla Destination,877-798-3752,12197,10,public,,,,7/1/2024,,FALSE,
116290,Holiday Inn Express & Suites Lethbridge - Tesla Destination,877-798-3752,12611,10,public,,,,7/1/2024,,FALSE,
116291,Okotoks Municipal Centre - Tesla Destination,877-798-3752,12611,10,public,,,,7/1/2024,,FALSE,
116292,Red Deer Lodge Hotel and Conference Centre - Tesla Destination,877-798-3752,12197,10,public,,,,7/1/2024,,FALSE,
116295,Sage Hills Motel - Tesla Destination,877-798-3752,11143,10,public,,,,7/1/2024,,FALSE,
116296,Shelter Point Distillery - Tesla Destination,877-798-3752,14939,14,public,,,,7/1/2024,,FALSE,
116297,Seven Stones Winery - Tesla Destination,877-798-3752,15307,2,public,,,,7/1/2024,,FALSE,
116298,Coast Chilliwack Hotel - Tesla Destination,877-798-3752,9614,2,public,,,,7/1/2024,,FALSE,
116299,Christina Lake Welcome Centre - Tesla Destination,877-798-3752,13540,34,public,,,,7/1/2024,,FALSE,
116300,Wayward Distillation House - Tesla Destination,877-798-3752,9590,2,public,,,,7/1/2024,,FALSE,
116301,Town of Creston Cook Street Parking Lot - Tesla Destination,877-798-3752,13538,34,public,,,,7/1/2024,,FALSE,
116302,Creston Valley Chamber of Commerce - Tesla Destination,877-798-3752,6379,2,public,,,,7/1/2024,,FALSE,
116303,Denman Island Community Hall - Tesla Destination,877-798-3752,922,9,public,,,,7/1/2024,,FALSE,
116304,Microtel Inn & Suites - Fort St. John - Tesla Destination,877-798-3752,13539,34,public,,,,7/1/2024,,FALSE,
116305,Bodega Ridge - Tesla Destination,877-798-3752,13541,34,public,,,,7/1/2024,,FALSE,
116307,Greenwood Museum & Visitor Centre - Tesla Destination,877-798-3752,3098,2,public,,,,7/1/2024,,FALSE,
116308,Harrison Hot Springs Resort & Spa - Tesla Destination,877-798-3752,11302,2,public,,,,7/1/2024,,FALSE,
116309,Village of Harrison Hot Springs Memorial Hall - Tesla Destination,877-798-3752,10800,4,public,,,,7/1/2024,,FALSE,
116310,Copper Point Resort - Tesla Destination,877-798-3752,10064,2,public,,,,7/1/2024,,FALSE,
116311,Echo Valley Ranch & Spa - Tesla Destination,877-798-3752,1382,2,public,,,,7/1/2024,,FALSE,
116312,Wingate by Wyndham Kamloops - Tesla Destination,877-798-3752,11273,2,public,,,,7/1/2024,,FALSE,
116313,Best Western Plus Kamloops Hotel - Tesla Destination,877-798-3752,12727,2,public,,,,7/1/2024,,FALSE,
116314,Kaslo Hotel - Tesla Destination,877-798-3752,14840,42,public,,,,7/1/2024,,FALSE,
116315,Delta Grand Okanagan Resort - Tesla Destination,877-798-3752,14863,42,public,,,,7/1/2024,,FALSE,
116317,Best Western Plus Kelowna Hotel & Suites - Tesla Destination,877-798-3752,12956,14,public,,,,7/1/2024,,FALSE,
116318,Summerhill Estate Winery Co - Tesla Destination,877-798-3752,10041,10,public,,,,7/1/2024,,FALSE,
116319,Four Points By Sheraton Kelowna Airport - Tesla Destination,877-798-3752,5854,10,public,,,,7/1/2024,,FALSE,
116320,Urban Distilleries - Tesla Destination,877-798-3752,11197,10,public,,,,7/1/2024,,FALSE,
116321,Clos du Soleil Winery - Tesla Destination,877-798-3752,5854,10,public,,,,7/1/2024,,FALSE,
116322,Microtel Inn & Suites by Wyndham Kitimat - Tesla Destination,877-798-3752,5854,10,public,,,,7/1/2024,,FALSE,
116324,Pender Harbour Hotel - Tesla Destination,877-798-3752,5854,1,public,,,,7/1/2024,,FALSE,
116325,Mayne Island Resort - Tesla Destination,877-798-3752,5854,1,public,,,,7/1/2024,,FALSE,
116326,Kettle River Museum - Tesla Destination,877-798-3752,11435,2,public,,,,7/1/2024,,FALSE,
116327,Lang Vineyards - Tesla Destination,877-798-3752,4664,10,public,,,,7/1/2024,,FALSE,
116328,Singing Marmot Guest Suites - Tesla Destination,877-798-3752,4662,10,public,,,,7/1/2024,,FALSE,
116330,Sandy Beach Lodge & Resort - Tesla Destination,877-798-3752,6259,10,public,,,,7/1/2024,,FALSE,
116331,Lake Breeze Winery - Tesla Destination,877-798-3752,6088,10,public,,,,7/1/2024,,FALSE,
116332,Prestige Lakeside Resort Nelson - Tesla Destination,877-798-3752,923,9,public,,,,7/1/2024,,FALSE,
116333,Inn at the Quay - Tesla Destination,877-798-3752,10248,2,public,,,,7/1/2024,,FALSE,
116334,Liquidity Wines - Tesla Destination,877-798-3752,1386,2,public,,,,7/1/2024,,FALSE,
116335,Covert Farms Family Estate Winery - Tesla Destination,877-798-3752,4326,10,public,,,,7/1/2024,,FALSE,
116336,Desert Hills Estate Winery - Tesla Destination,877-798-3752,10181,2,public,,,,7/1/2024,,FALSE,
116337,C.C. Jentsch Cellars - Tesla Destination,877-798-3752,10182,2,public,,,,7/1/2024,,FALSE,
116338,Culmina Family Estate Winery - Tesla Destination,877-798-3752,522,1,public,,,,7/1/2024,,FALSE,
116339,Burrowing Owl Estate Winery - Tesla Destination,877-798-3752,10664,31,public,,,,7/1/2024,,FALSE,
116340,Quinta Ferreira - Tesla Destination,877-798-3752,5370,10,public,,,,7/1/2024,,FALSE,
116341,Town of Oliver - Tesla Destination,877-798-3752,5370,10,public,,,,7/1/2024,,FALSE,
116342,Dubh Glas Distillery - Tesla Destination,877-798-3752,5370,10,public,,,,7/1/2024,,FALSE,
116343,Fairview Mountain Golf - Tesla Destination,877-798-3752,8824,2,public,,,,7/1/2024,,FALSE,
116344,Kismet Estate Winery - Tesla Destination,877-798-3752,9071,6,public,,,,7/1/2024,,FALSE,
116345,Spirit Ridge Vineyard Resort and Spa - Tesla Destination,877-798-3752,13005,6,public,,,,7/1/2024,,FALSE,
116346,Osoyoos Golf Club - Tesla Destination,877-798-3752,14233,18,public,,,,7/1/2024,,FALSE,
116347,Watermark Beach Resort - Tesla Destination,877-798-3752,2766,10,public,,,,7/1/2024,,FALSE,
116348,Walnut Beach Resort - Tesla Destination,877-798-3752,4641,10,public,,,,7/1/2024,,FALSE,
116349,Best Western Plus Sunrise Inn - Tesla Destination,877-798-3752,4641,10,public,,,,7/1/2024,,FALSE,
116350,"Holiday Inn & Suites, Osoyoos - Tesla Destination",877-798-3752,12832,10,public,,,,7/1/2024,,FALSE,
116351,LaStella Winery - Tesla Destination,877-798-3752,5393,1,public,,,,7/1/2024,,FALSE,
116352,Tigh-Na-Mara Seaside Spa Resort & Conference Centre - Tesla Destination,877-798-3752,9542,2,public,,,,7/1/2024,,FALSE,
116353,The Beach Club Resort - Tesla Destination,877-798-3752,10183,2,public,,,,7/1/2024,,FALSE,
116354,Pemberton Valley Lodge - Tesla Destination,877-798-3752,10438,2,public,,,,7/1/2024,,FALSE,
116355,Sea Star Estate Farm & Vineyards - Tesla Destination,877-798-3752,11045,2,public,,,,7/1/2024,,FALSE,
116356,Crooked Tree Guest Suites - Tesla Destination,877-798-3752,307,1,public,,,,7/1/2024,,FALSE,
116357,Penticton Lakeside Resort - Tesla Destination,877-798-3752,307,2,public,,,,7/1/2024,,FALSE,
116358,Poplar Grove Winery - Tesla Destination,877-798-3752,307,2,public,,,,7/1/2024,,FALSE,
116359,Pentage Winery - Tesla Destination,877-798-3752,5357,2,public,,,,7/1/2024,,FALSE,
116360,Coast Inn of the North - Tesla Destination,877-798-3752,11897,8,public,,,,7/1/2024,,FALSE,
116362,Princeton Visitor Center - Tesla Destination,877-798-3752,924,9,public,,,,7/1/2024,,FALSE,
116363,Qualicum Beach Inn - Tesla Destination,877-798-3752,9690,2,public,,,,7/1/2024,,FALSE,
116364,Ramada Revelstoke - Tesla Destination,877-798-3752,9690,2,public,,,,7/1/2024,,FALSE,
116365,Pacific Gateway Hotel - Tesla Destination,877-798-3752,3734,16,public,,,,7/1/2024,,FALSE,
116366,Aberdeen Centre - Tesla Destination,877-798-3752,4243,10,public,,,,7/1/2024,,FALSE,
116368,Best Western Plus Abercorn Inn - Tesla Destination,877-798-3752,4243,10,public,,,,7/1/2024,,FALSE,
116369,Discover Rock Creek Society - Tesla Destination,877-798-3752,4324,10,public,,,,7/1/2024,,FALSE,
116370,Village of Salmo Office - Tesla Destination,877-798-3752,9741,10,public,,,,7/1/2024,,FALSE,
116371,Comfort Inn & Suites Salmon Arm - Tesla Destination,877-798-3752,9698,10,public,,,,7/1/2024,,FALSE,
116373,Moby's Pub - Tesla Destination,877-798-3752,9698,10,public,,,,7/1/2024,,FALSE,
116374,Ciderworks @ Salt Spring Apple Company - Tesla Destination,877-798-3752,9698,10,public,,,,7/1/2024,,FALSE,
116375,Tuwanek Hotel and Spa - Tesla Destination,877-798-3752,9735,10,public,,,,7/1/2024,,FALSE,
116377,SummerGate Winery - Tesla Destination,877-798-3752,9698,10,public,,,,7/1/2024,,FALSE,
116378,Summerland Resort Hotel - Tesla Destination,877-798-3752,9735,10,public,,,,7/1/2024,,FALSE,
116379,Lunessence Winery & Vineyard - Tesla Destination,877-798-3752,9698,10,public,,,,7/1/2024,,FALSE,
116380,Dirty Laundry Vineyard - Tesla Destination,877-798-3752,9735,10,public,,,,7/1/2024,,FALSE,
116381,Art Knapp Plantland - Tesla Destination,877-798-3752,9698,10,public,,,,7/1/2024,,FALSE,
